clean_prefix,corrupt_prefix,patient,clean_verb,corrupt_verb,uid,domain
The motion was amended by the,The motion was corrupted by the,motion,amended,corrupted,37cbab0c939d47939921d26248063725,Legal Administrative Frame
The paper was discussed by the,The paper was distorted by the,paper,discussed,distorted,03451937a9b7438cadb49d942a1c3599,Academic Scientific Frame
The entry was verified by the,The entry was damaged by the,entry,verified,damaged,99158ac5e1dc4f72bec4a425776cae43,Information Resources
The backup was verified by the,The backup was deleted by the,backup,verified,deleted,c88aa8e4e393413bba7081abe2f40831,Information Resources
The building was financed by the,The building was destroyed by the,building,financed,destroyed,a5859a8d14124d1185da758f6912bb31,Physical Structures
The terminal was maintained by the,The terminal was flooded by the,terminal,maintained,flooded,4dc3a8f228d345108e74a09f6c5f71c5,Physical Structures
The reserve was adjusted by the,The reserve was reduced by the,reserve,adjusted,reduced,b23d9d1166774906a20b7b807bcba8a5,Financial Economic Frame
The cyclist was interviewed by the,The cyclist was trapped by the,cyclist,interviewed,trapped,d629cb5178e74924b000b9e98107c0f2,Humans as Physical Entities
The patient was examined by the,The patient was struck by the,patient,examined,struck,0ba5334a06a84e50a763bceb95420251,Humans as Physical Entities
The warrant was recorded by the,The warrant was erased by the,warrant,recorded,erased,f82f74f68cd34ec88d16bc7ea55500c5,Legal Administrative Frame
The tractor was repaired by the,The tractor was overturned by the,tractor,repaired,overturned,2c9820b005854808a9c4e48427eb67f7,Vehicles and Conveyances
The surplus was managed by the,The surplus was disrupted by the,surplus,managed,disrupted,f3d0ee075dd54675bb07c646e76a89c9,Financial Economic Frame
The script was verified by the,The script was distorted by the,script,verified,distorted,1b0a8fd7d2a848be84a61dfcff27bffa,Information Resources
The transcript was revised by the,The transcript was distorted by the,transcript,revised,distorted,5d70d46af8cc4075b220e62cd0458121,Academic Scientific Frame
The trailer was repaired by the,The trailer was stranded by the,trailer,repaired,stranded,c189d1a9707141e196c7267c2fb2b783,Vehicles and Conveyances
The pedestrian was protected by the,The pedestrian was burned by the,pedestrian,protected,burned,b5bd897487ce4d80a2f4f80bdad16508,Humans as Physical Entities
The image was indexed by the,The image was encrypted by the,image,indexed,encrypted,8a93febb041045969562509eae482e37,Information Resources
The neighbor was questioned by the,The neighbor was crushed by the,neighbor,questioned,crushed,280ae5ef4404433b988aef661a955f75,Humans as Physical Entities
The entry was shared by the,The entry was scrambled by the,entry,shared,scrambled,8cfac76a1a3940fb9cb105a62193857c,Information Resources
The jacket was folded by the,The jacket was stained by the,jacket,folded,stained,8ece9731274d424098c78ea9f481a7ea,Textile Garment Frame
The video was downloaded by the,The video was scrambled by the,video,downloaded,scrambled,14c0a3bf45ae4a9dadf1ffec815c513e,Information Resources
The paper was cited by the,The paper was delayed by the,paper,cited,delayed,43be79071267477ea0761b44bac142dd,Academic Scientific Frame
The car was purchased by the,The car was damaged by the,car,purchased,damaged,eddb86451ba24f00a24e0d6a5009e97d,Vehicles and Conveyances
The filing was drafted by the,The filing was lost by the,filing,drafted,lost,3037eb5adf5a4520ad2a69b746cb01c9,Legal Administrative Frame
The curtain was tailored by the,The curtain was shredded by the,curtain,tailored,shredded,6d6f884e3dd246c28e939ecdeed03f2a,Textile Garment Frame
The report was analyzed by the,The report was erased by the,report,analyzed,erased,f2e4b186d654476a91237f0f4e4dd89c,Academic Scientific Frame
The teacher was identified by the,The teacher was frozen by the,teacher,identified,frozen,964b658caf1c4e90beef81d6c8de01c1,Humans as Physical Entities
The dividend was adjusted by the,The dividend was inflated by the,dividend,adjusted,inflated,f42892205f5544468f49b9b00f572c90,Financial Economic Frame
The submarine was parked by the,The submarine was shaken by the,submarine,parked,shaken,8d0e7a74b5d84780ab531200e62a1952,Vehicles and Conveyances
The victim was examined by the,The victim was trapped by the,victim,examined,trapped,59bff1fb6dbf477596beae30c478ace8,Humans as Physical Entities
The curry was cooked by the,The curry was tainted by the,curry,cooked,tainted,8b545b5bb155484b99866b0aec5c1d78,Culinary Frame
The tunnel was renovated by the,The tunnel was blocked by the,tunnel,renovated,blocked,29e7333fb82f483088239361b65f2e31,Physical Structures
The canoe was designed by the,The canoe was stranded by the,canoe,designed,stranded,b4c0cc4b76ea4656b762292000886fe3,Vehicles and Conveyances
The graph was published by the,The graph was corrupted by the,graph,published,corrupted,e195de9c1daf4499af81f0a6a8794fc4,Academic Scientific Frame
The citizen was rescued by the,The citizen was burned by the,citizen,rescued,burned,cf6225b2caf14ef6a30f4a64d4bfa0ce,Humans as Physical Entities
The fund was allocated by the,The fund was drained by the,fund,allocated,drained,fe962ada1336412b93a8c37ee3b9085e,Financial Economic Frame
The claim was recorded by the,The claim was erased by the,claim,recorded,erased,4de5e399cddf4b018ee2f8cf6bdad673,Legal Administrative Frame
The patient was transported by the,The patient was crushed by the,patient,transported,crushed,8234460254e14c8caee3b39781ee2f74,Humans as Physical Entities
The audio was downloaded by the,The audio was encrypted by the,audio,downloaded,encrypted,79f6156e84fa415786d75488671c44dd,Information Resources
The library was repaired by the,The library was flooded by the,library,repaired,flooded,5948f9c481aa4dfdb74b8231ab0d913b,Physical Structures
The transcript was revised by the,The transcript was delayed by the,transcript,revised,delayed,ede32a7d094f44698b724389ec7ca2f8,Academic Scientific Frame
The license was reviewed by the,The license was damaged by the,license,reviewed,damaged,a1f70840a7124c10bf56658ee795faf8,Legal Administrative Frame
The filing was drafted by the,The filing was shredded by the,filing,drafted,shredded,4b1c67878f40434d8758ba5926540d2d,Legal Administrative Frame
The license was amended by the,The license was corrupted by the,license,amended,corrupted,588d3a2aae0840e9b04dbdb7b3ec9318,Legal Administrative Frame
The terminal was designed by the,The terminal was flooded by the,terminal,designed,flooded,d42d29fcb7014522a0b8b689baa3e7b3,Physical Structures
The thesis was reviewed by the,The thesis was delayed by the,thesis,reviewed,delayed,a5db83a45d2e41d2b18d6f9333d14804,Academic Scientific Frame
The model was indexed by the,The model was distorted by the,model,indexed,distorted,920445d8d072442fbbccb2abe9dc6731,Information Resources
The video was reviewed by the,The video was encrypted by the,video,reviewed,encrypted,6cc62be2793642cb8bc3b9f3181ae5c8,Information Resources
The bridge was repaired by the,The bridge was buried by the,bridge,repaired,buried,579b906d0dd747f48f396b32008181e6,Physical Structures
The driver was protected by the,The driver was trapped by the,driver,protected,trapped,d64bbf389f0c437d899c576091b0c957,Humans as Physical Entities
The deed was processed by the,The deed was buried by the,deed,processed,buried,c1bc519c099447188d626b33dc62bb6f,Legal Administrative Frame
The lease was signed by the,The lease was lost by the,lease,signed,lost,a35474276d694f848aa396c3e737d06b,Legal Administrative Frame
The cyclist was interviewed by the,The cyclist was frozen by the,cyclist,interviewed,frozen,2f535e916c1f4f078bfde2169520c226,Humans as Physical Entities
The pine was protected by the,The pine was flattened by the,pine,protected,flattened,7f93ffd6648e436ab26ca6aac374eabe,Biological Organisms
The cyclist was identified by the,The cyclist was burned by the,cyclist,identified,burned,0d224abf94ec448c8ab286f59f85cc21,Humans as Physical Entities
The entry was downloaded by the,The entry was corrupted by the,entry,downloaded,corrupted,36cf1a467ef04750b1da9f0357ad62f5,Information Resources
The cyclist was treated by the,The cyclist was frozen by the,cyclist,treated,frozen,3aa84e3425fc4b98aa0610c1d83fa2f2,Humans as Physical Entities
The surplus was protected by the,The surplus was inflated by the,surplus,protected,inflated,e2196628115a43db9a15f8dabca40d95,Financial Economic Frame
The program was reviewed by the,The program was corrupted by the,program,reviewed,corrupted,39310a972a9c415a96b94e5f23205ba3,Information Resources
The deed was authorized by the,The deed was delayed by the,deed,authorized,delayed,f70de0203adb4f82a820b2d90a850b92,Legal Administrative Frame
The truck was designed by the,The truck was blocked by the,truck,designed,blocked,3e5fe85762cf49aba88660bb26a7a2f5,Vehicles and Conveyances
The bicycle was designed by the,The bicycle was crushed by the,bicycle,designed,crushed,67aec941694e4338a8f5fcd897cdcf71,Vehicles and Conveyances
The lease was reviewed by the,The lease was damaged by the,lease,reviewed,damaged,dc07f146a69a44de9fb0147552110130,Legal Administrative Frame
The fund was adjusted by the,The fund was distorted by the,fund,adjusted,distorted,0779340a6bcc48219f7375e4f9d9d3d6,Financial Economic Frame
The driver was questioned by the,The driver was frozen by the,driver,questioned,frozen,34d4d495dd8b4dbaa55b6a205e3996a7,Humans as Physical Entities
The dress was packed by the,The dress was faded by the,dress,packed,faded,0ef36ed640aa45d4875b4cb7bf5e7110,Textile Garment Frame
The table was analyzed by the,The table was corrupted by the,table,analyzed,corrupted,30c6b8ef75d84ec190051c74de30edc3,Academic Scientific Frame
The archive was reviewed by the,The archive was encrypted by the,archive,reviewed,encrypted,cc3a1c701fa74889863a82f2381e7aeb,Information Resources
The profit was reported by the,The profit was distorted by the,profit,reported,distorted,2379c8ea7e454da5b66ed4d760313840,Financial Economic Frame
The income was valued by the,The income was reduced by the,income,valued,reduced,dd101fea590b414481ece952abda8735,Financial Economic Frame
The harbor was repaired by the,The harbor was flooded by the,harbor,repaired,flooded,d50fe8883a794308893705c525041d11,Physical Structures
The script was downloaded by the,The script was corrupted by the,script,downloaded,corrupted,f3f1c01358f64adcb25b35d917fecb8d,Information Resources
The bamboo was studied by the,The bamboo was stripped by the,bamboo,studied,stripped,fe5ba4f7f2564e1d86dbae9819b7a7af,Biological Organisms
The transcript was edited by the,The transcript was encrypted by the,transcript,edited,encrypted,c9b219d2072e403a866ccfd6e74056e2,Information Resources
The helicopter was painted by the,The helicopter was destroyed by the,helicopter,painted,destroyed,ba35c55f66804085b93b4599e02c2f3d,Vehicles and Conveyances
The bamboo was trimmed by the,The bamboo was infected by the,bamboo,trimmed,infected,538e330fc96a4501be329308d4962ca2,Biological Organisms
The transcript was verified by the,The transcript was deleted by the,transcript,verified,deleted,3d657a132e26413b81e7bc4f7e803a60,Information Resources
The budget was reviewed by the,The budget was disrupted by the,budget,reviewed,disrupted,077198c8a0cb48dc9fb33e8bad708b48,Financial Economic Frame
The certificate was signed by the,The certificate was damaged by the,certificate,signed,damaged,59c8599d2b22497296db21ac42f6d911,Legal Administrative Frame
The stadium was inspected by the,The stadium was flooded by the,stadium,inspected,flooded,ed690f81ddd441378deef38d35d9bbb4,Physical Structures
The report was edited by the,The report was compressed by the,report,edited,compressed,11775dcc232b45e2be64fbdfd3ea2ceb,Information Resources
The roast was prepared by the,The roast was tainted by the,roast,prepared,tainted,0bf21bf7a268411a8583569ca4c7584c,Culinary Frame
The bridge was maintained by the,The bridge was damaged by the,bridge,maintained,damaged,63ca4bd69bfc4c078c129a59697fb029,Physical Structures
The runway was surveyed by the,The runway was damaged by the,runway,surveyed,damaged,62fa7ec48a554dfabb6b1c45d99fc83a,Physical Structures
The allowance was protected by the,The allowance was constrained by the,allowance,protected,constrained,1437af4747384099a1401c18d78435bf,Financial Economic Frame
The deed was reviewed by the,The deed was blocked by the,deed,reviewed,blocked,f329604fb5da4e3a9608ccfc486290da,Legal Administrative Frame
The pie was flavored by the,The pie was dried by the,pie,flavored,dried,a84fd38e0afd45738fb8de9793e82604,Culinary Frame
The driver was questioned by the,The driver was burned by the,driver,questioned,burned,bc45f057132c4f7b9eca2ddbf3ca95b6,Humans as Physical Entities
The appeal was amended by the,The appeal was delayed by the,appeal,amended,delayed,0b326bd6a8214ae9bdc76ebba57a57e6,Legal Administrative Frame
The dividend was protected by the,The dividend was disrupted by the,dividend,protected,disrupted,0f862c0628c64e8a80b46ac437dbd7d6,Financial Economic Frame
The pedestrian was assisted by the,The pedestrian was frozen by the,pedestrian,assisted,frozen,5aea3862ab404f99a87578524fd6056f,Humans as Physical Entities
The thesis was cited by the,The thesis was damaged by the,thesis,cited,damaged,46cb5c83147f428fbb6958602803ae14,Academic Scientific Frame
The certificate was signed by the,The certificate was blocked by the,certificate,signed,blocked,9791f5482f0e4bf6a74df0fc80b5da87,Legal Administrative Frame
The video was reviewed by the,The video was erased by the,video,reviewed,erased,ec26a62a8a5a4a11b62af5e3f96e46b2,Information Resources
The thesis was validated by the,The thesis was obscured by the,thesis,validated,obscured,65ff549e724f41dcb5ec7ead2afb79c3,Academic Scientific Frame
The ship was painted by the,The ship was stranded by the,ship,painted,stranded,567beda9e7bd467aa5e2be67519f0361,Vehicles and Conveyances
The document was shared by the,The document was erased by the,document,shared,erased,492c790509ee45c09218b912eea27a39,Information Resources
The van was driven by the,The van was blocked by the,van,driven,blocked,5d22f9f6084e4081aa97dbe32215bd53,Vehicles and Conveyances
The bush was planted by the,The bush was frozen by the,bush,planted,frozen,496f29582d6c4f629685a89813b492cc,Biological Organisms
The bunker was renovated by the,The bunker was flooded by the,bunker,renovated,flooded,50286a990aa14886be7119460ecba763,Physical Structures
The application was recorded by the,The application was delayed by the,application,recorded,delayed,7a012bde6e5b465fb509970549f53981,Legal Administrative Frame
The pedestrian was transported by the,The pedestrian was frozen by the,pedestrian,transported,frozen,3e19527f1b354086918f4eeddea4fe11,Humans as Physical Entities
The harbor was monitored by the,The harbor was buried by the,harbor,monitored,buried,3859e0316e0c4747a8b5d8226ae5e22d,Physical Structures
The trailer was parked by the,The trailer was stranded by the,trailer,parked,stranded,23fe213522124612ac7fe2b80aa0db83,Vehicles and Conveyances
The article was analyzed by the,The article was damaged by the,article,analyzed,damaged,45cde41ae2b04557ad87289c48212108,Academic Scientific Frame
The summary was indexed by the,The summary was corrupted by the,summary,indexed,corrupted,dadde1330fda4fe7bb0582276102fd66,Information Resources
The balance was managed by the,The balance was drained by the,balance,managed,drained,df5bc4c6629f4f3f976db5a46fe32f13,Financial Economic Frame
The trailer was designed by the,The trailer was stranded by the,trailer,designed,stranded,533c04387e2b4684baa9303d1034d420,Vehicles and Conveyances
The license was drafted by the,The license was blocked by the,license,drafted,blocked,e6297ea00f8344a4a1bd8cc32cda6032,Legal Administrative Frame
The balance was adjusted by the,The balance was reduced by the,balance,adjusted,reduced,47c7ab1b598f48d8ab56a9806b71d89e,Financial Economic Frame
The subpoena was filed by the,The subpoena was shredded by the,subpoena,filed,shredded,e2c053887eb3410f984f9043800004ad,Legal Administrative Frame
The entry was indexed by the,The entry was erased by the,entry,indexed,erased,eee35e6bbbbc43b6be94410dba27d4e0,Information Resources
The program was verified by the,The program was compressed by the,program,verified,compressed,cd57fbb5128e4893a538ea62b52913ef,Information Resources
The policy was approved by the,The policy was buried by the,policy,approved,buried,a2c5cebb505c44a6b01f83ad912cd5d8,Legal Administrative Frame
The petition was amended by the,The petition was corrupted by the,petition,amended,corrupted,12e8beea8c3b46de8ea1b9ef30e82e3e,Legal Administrative Frame
The factory was repaired by the,The factory was damaged by the,factory,repaired,damaged,4a80279db30b4d56bfe098316d15751f,Physical Structures
The roast was chilled by the,The roast was tainted by the,roast,chilled,tainted,27781b1d880442fc980ccaeb2d5b2f32,Culinary Frame
The article was analyzed by the,The article was delayed by the,article,analyzed,delayed,de148b1342be4dabbd5346bc0280a72e,Academic Scientific Frame
The van was painted by the,The van was damaged by the,van,painted,damaged,31dafd4bcfc5460eaa53f4d243369347,Vehicles and Conveyances
The report was indexed by the,The report was corrupted by the,report,indexed,corrupted,9a24017473a54d9b82060d159d6d91ea,Information Resources
The trailer was purchased by the,The trailer was shaken by the,trailer,purchased,shaken,f3d114c900cb4658bfb131749a7dd16c,Vehicles and Conveyances
The manuscript was validated by the,The manuscript was degraded by the,manuscript,validated,degraded,8f946e1dda0e4d409663a10369846b17,Academic Scientific Frame
The archive was analyzed by the,The archive was erased by the,archive,analyzed,erased,55ec8581f636405eafbe37fb23753d29,Academic Scientific Frame
The report was reviewed by the,The report was scrambled by the,report,reviewed,scrambled,ba0253812ee84ac199174ea119cd6e34,Academic Scientific Frame
The archive was verified by the,The archive was distorted by the,archive,verified,distorted,224c5af0a11440c88fe27e36754764b6,Information Resources
The investment was valued by the,The investment was reduced by the,investment,valued,reduced,6d48699e545d4525bb1ce2f542b88c78,Financial Economic Frame
The policy was authorized by the,The policy was shredded by the,policy,authorized,shredded,cd8bdbd086f344cea6cb53aab525c723,Legal Administrative Frame
The patient was treated by the,The patient was burned by the,patient,treated,burned,9af3474f990b47789dba5864a8947e4a,Humans as Physical Entities
The model was downloaded by the,The model was deleted by the,model,downloaded,deleted,2dc909cb53704db386d1e1f8474e8749,Information Resources
The station was repaired by the,The station was flooded by the,station,repaired,flooded,077d187caf654ce38aad6e419ca70eba,Physical Structures
The income was allocated by the,The income was distorted by the,income,allocated,distorted,ba6751bafad4423ca9be1bac1b85f13f,Financial Economic Frame
The teacher was protected by the,The teacher was frozen by the,teacher,protected,frozen,5fc89cfda1cb4a4192e88178e1a3764b,Humans as Physical Entities
The scarf was tailored by the,The scarf was faded by the,scarf,tailored,faded,597f224986cd44dfa4f4912758c833ad,Textile Garment Frame
The backup was uploaded by the,The backup was corrupted by the,backup,uploaded,corrupted,2d2aacda5a604f15b436974bce47cf56,Information Resources
The tractor was parked by the,The tractor was shaken by the,tractor,parked,shaken,92005e9bf49f471c9f0585eb367199a5,Vehicles and Conveyances
The blanket was washed by the,The blanket was burned by the,blanket,washed,burned,38f584a379714436bc4b4e8101543153,Textile Garment Frame
The jacket was tailored by the,The jacket was shredded by the,jacket,tailored,shredded,79f2802915d84845bae6cd62387142cf,Textile Garment Frame
The dam was surveyed by the,The dam was blocked by the,dam,surveyed,blocked,75fc0668b81d42f6aa086b8bc59f68dd,Physical Structures
The allowance was valued by the,The allowance was disrupted by the,allowance,valued,disrupted,bb5cabda40c34c208d3f4647e4d64d5f,Financial Economic Frame
The brief was amended by the,The brief was delayed by the,brief,amended,delayed,59bb9712a1324c04a5b87725390da715,Legal Administrative Frame
The runway was maintained by the,The runway was damaged by the,runway,maintained,damaged,594f519589ae4a3e8aaaf632bc40fd7f,Physical Structures
The tractor was painted by the,The tractor was damaged by the,tractor,painted,damaged,5da6b5624db04c85920f5bbe750fb30a,Vehicles and Conveyances
The filing was signed by the,The filing was soaked by the,filing,signed,soaked,f883f82a13334984944c54a40da2b7c3,Legal Administrative Frame
The factory was surveyed by the,The factory was destroyed by the,factory,surveyed,destroyed,bff658e4bfdc4bab86f0fcc8c2fed197,Physical Structures
The paper was validated by the,The paper was distorted by the,paper,validated,distorted,6357a2b1425c418aba61eb968a579309,Academic Scientific Frame
The program was edited by the,The program was distorted by the,program,edited,distorted,a15ac7c52f514a33a32d4325816f2002,Information Resources
The driver was examined by the,The driver was burned by the,driver,examined,burned,5ba30edfcd2b474f9bb58260074de314,Humans as Physical Entities
The appeal was signed by the,The appeal was damaged by the,appeal,signed,damaged,7319d29ee6734415b93f274333aa3e36,Legal Administrative Frame
The formula was analyzed by the,The formula was damaged by the,formula,analyzed,damaged,87d4e646f86b4f5fa5562735fb1ef54c,Academic Scientific Frame
The prisoner was rescued by the,The prisoner was blinded by the,prisoner,rescued,blinded,185f9e0f58ec4ecc9b751a50a4e90c3f,Humans as Physical Entities
The trailer was purchased by the,The trailer was destroyed by the,trailer,purchased,destroyed,3835cc5eede643a2a933ff52c05001aa,Vehicles and Conveyances
The policy was processed by the,The policy was buried by the,policy,processed,buried,d219fc4c26d543eda42a629305951aef,Legal Administrative Frame
The palm was cultivated by the,The palm was frozen by the,palm,cultivated,frozen,e70fe5c37434477a940289437ef1878a,Biological Organisms
The farmer was examined by the,The farmer was trapped by the,farmer,examined,trapped,c2a5001a55f144f185b5acf4a68d3733,Humans as Physical Entities
The portfolio was managed by the,The portfolio was drained by the,portfolio,managed,drained,6b54f4a8a9fd4d6b985249f24090ae1e,Financial Economic Frame
The document was verified by the,The document was corrupted by the,document,verified,corrupted,b08b00b376ec486999bf87a83e1cdb81,Information Resources
The subpoena was authorized by the,The subpoena was erased by the,subpoena,authorized,erased,60b8a3d4ae9d473cb45224812fc6adc0,Legal Administrative Frame
The archive was shared by the,The archive was encrypted by the,archive,shared,encrypted,ef4695c01e384c16ba92d9423aa03d6e,Information Resources
The article was translated by the,The article was damaged by the,article,translated,damaged,2ac8222f4c7a46bf9887ffcfa5def7b9,Academic Scientific Frame
The tower was surveyed by the,The tower was flooded by the,tower,surveyed,flooded,a42217e87eda498e943746fed1db7423,Physical Structures
The program was indexed by the,The program was distorted by the,program,indexed,distorted,99723d4ff4b54b3da280ed21fa05b2a1,Information Resources
The balance was monitored by the,The balance was constrained by the,balance,monitored,constrained,60f4685591ee4dc194409beae1a00742,Financial Economic Frame
The girl was questioned by the,The girl was crushed by the,girl,questioned,crushed,ad4c09ad6945428fa731e4c6d1f7cc64,Humans as Physical Entities
The contract was amended by the,The contract was erased by the,contract,amended,erased,9e2446bc339e431a8817959884be60ba,Legal Administrative Frame
The cyclist was assisted by the,The cyclist was burned by the,cyclist,assisted,burned,c4c9331ab68e4fc6888ebdb5e4c01a00,Humans as Physical Entities
The petition was approved by the,The petition was blocked by the,petition,approved,blocked,2473007ce2434d05976d2f2afa38ee10,Legal Administrative Frame
The dam was designed by the,The dam was battered by the,dam,designed,battered,e3808364dbe24be0ba9eee11973fa47f,Physical Structures
The pie was flavored by the,The pie was burned by the,pie,flavored,burned,db92486983ae496798d8f14a9ec3f8bd,Culinary Frame
The reserve was allocated by the,The reserve was exhausted by the,reserve,allocated,exhausted,464703e5f3e149a89028f47ff998fd6a,Financial Economic Frame
The brief was reviewed by the,The brief was shredded by the,brief,reviewed,shredded,b4dc92e1e76c4b678556dc57b3c83a2b,Legal Administrative Frame
The garage was renovated by the,The garage was battered by the,garage,renovated,battered,b6808e0e6fba416a8bbee42406054f1b,Physical Structures
The script was shared by the,The script was distorted by the,script,shared,distorted,b86b032c00c94a598de9730153948e2a,Information Resources
The subpoena was approved by the,The subpoena was corrupted by the,subpoena,approved,corrupted,9b054b939e88459faf6e80970f0e7ff0,Legal Administrative Frame
The prisoner was arrested by the,The prisoner was struck by the,prisoner,arrested,struck,77ed6cf733724274ab3edf50c38f46d0,Humans as Physical Entities
The spreadsheet was uploaded by the,The spreadsheet was erased by the,spreadsheet,uploaded,erased,fbbdbe6381dd47d2a9a26d40483f8379,Information Resources
The filing was drafted by the,The filing was buried by the,filing,drafted,buried,e44d20e4c55a4e04bea78da731a09f66,Legal Administrative Frame
The building was renovated by the,The building was flooded by the,building,renovated,flooded,6b2c567c45404f57957001a6e1e70681,Physical Structures
The video was shared by the,The video was damaged by the,video,shared,damaged,cafe230e689c4e298572bcbbb4cf4556,Information Resources
The building was designed by the,The building was damaged by the,building,designed,damaged,2537c94cc1a14883b68fb6dcf2df6b22,Physical Structures
The audio was shared by the,The audio was corrupted by the,audio,shared,corrupted,8ef9aac208c94ebd8b229186a4518379,Information Resources
The house was maintained by the,The house was battered by the,house,maintained,battered,ba1c54502b5440689a021a53b15a0d13,Physical Structures
The tower was repaired by the,The tower was destroyed by the,tower,repaired,destroyed,aa0acdabec11467799e5a4ff908c3290,Physical Structures
The monument was financed by the,The monument was buried by the,monument,financed,buried,e2409ed5588743e294daae114fe73d53,Physical Structures
The garage was repaired by the,The garage was damaged by the,garage,repaired,damaged,e0e157d00d0e46caaa379126bb963bcc,Physical Structures
The bus was repaired by the,The bus was blocked by the,bus,repaired,blocked,1f5ef51d9ad641038f60583c1ab0382d,Vehicles and Conveyances
The backup was uploaded by the,The backup was encrypted by the,backup,uploaded,encrypted,1359d2c69bc44cef8936c48ad940538c,Information Resources
The permit was signed by the,The permit was shredded by the,permit,signed,shredded,639c6734f3de41c58faf035973115a5f,Legal Administrative Frame
The helicopter was repaired by the,The helicopter was destroyed by the,helicopter,repaired,destroyed,806126f273214155933b6bda00f28267,Vehicles and Conveyances
The survivor was assisted by the,The survivor was frozen by the,survivor,assisted,frozen,cde31f08eb6e4d12b0156b92d315343b,Humans as Physical Entities
The warrant was drafted by the,The warrant was delayed by the,warrant,drafted,delayed,82dcfb2c0af94f8f9296e60da07ce211,Legal Administrative Frame
The neighbor was protected by the,The neighbor was crushed by the,neighbor,protected,crushed,6e41f2b268af435c8263d1bb02157810,Humans as Physical Entities
The allowance was reported by the,The allowance was disrupted by the,allowance,reported,disrupted,99ef04abeba949da912c339208380941,Financial Economic Frame
The warehouse was repaired by the,The warehouse was buried by the,warehouse,repaired,buried,ae5b6ced3157410db0181ba5ae2d509c,Physical Structures
The flower was studied by the,The flower was frozen by the,flower,studied,frozen,db0123d5e91c412e8ce0a25fe20d891c,Biological Organisms
The victim was rescued by the,The victim was buried by the,victim,rescued,buried,41b7623cf894478b9d9dd1ac9320b99a,Humans as Physical Entities
The stadium was financed by the,The stadium was damaged by the,stadium,financed,damaged,9fe782519eda4ec59312ff7b8b71bd78,Physical Structures
The boat was driven by the,The boat was flooded by the,boat,driven,flooded,fa76e27f7cb14b5eb25695333e23537e,Vehicles and Conveyances
The manuscript was uploaded by the,The manuscript was damaged by the,manuscript,uploaded,damaged,59eb4c805d93424eb5ca21a70ebc1121,Information Resources
The patient was protected by the,The patient was trapped by the,patient,protected,trapped,7ecd654e451d4cf190a811c8c143dc9a,Humans as Physical Entities
The profile was indexed by the,The profile was distorted by the,profile,indexed,distorted,964a3bf93df8447c9067e6273977b573,Information Resources
The income was monitored by the,The income was constrained by the,income,monitored,constrained,48cf9e01b650440e9047af91b73a6ec2,Financial Economic Frame
The garage was surveyed by the,The garage was destroyed by the,garage,surveyed,destroyed,f4259e6846f340b2ab0195c077308281,Physical Structures
The sock was washed by the,The sock was soaked by the,sock,washed,soaked,078a0597039540688355913c86a17af5,Textile Garment Frame
The abstract was reviewed by the,The abstract was scrambled by the,abstract,reviewed,scrambled,a9c75be8837640a1ab9f2a4db97a75ea,Academic Scientific Frame
The roast was cooked by the,The roast was dried by the,roast,cooked,dried,55c82b88b1b04d02923cb3ee4863346e,Culinary Frame
The soup was cooked by the,The soup was tainted by the,soup,cooked,tainted,a4a9ea0353eb4796a5d31007f70ad13a,Culinary Frame
The survey was translated by the,The survey was corrupted by the,survey,translated,corrupted,6103e21d7708499cab3e232c45fcd6b5,Academic Scientific Frame
The student was transported by the,The student was frozen by the,student,transported,frozen,90468af9ba9f4977b89fc9ab5022999a,Humans as Physical Entities
The motorcycle was loaded by the,The motorcycle was overturned by the,motorcycle,loaded,overturned,c224f07002a542a6b324ee943f3b0623,Vehicles and Conveyances
The dividend was adjusted by the,The dividend was drained by the,dividend,adjusted,drained,8c178bb81e9844e0ad52c9bfe746b8ac,Financial Economic Frame
The tractor was painted by the,The tractor was shaken by the,tractor,painted,shaken,f09f5305a819435fbf2d6d75dff0d3a1,Vehicles and Conveyances
The contract was recorded by the,The contract was corrupted by the,contract,recorded,corrupted,c20ad32ea434476ca28e97cd44e60b99,Legal Administrative Frame
The thesis was archived by the,The thesis was scrambled by the,thesis,archived,scrambled,6fceed715cb9464cb8e0885959d69453,Academic Scientific Frame
The garage was renovated by the,The garage was shaken by the,garage,renovated,shaken,c9f0603377364ffe8a641ec523462bf1,Physical Structures
The submarine was driven by the,The submarine was stranded by the,submarine,driven,stranded,0aca2e80fdc942afa376fd90caf7898e,Vehicles and Conveyances
The report was edited by the,The report was deleted by the,report,edited,deleted,ed9a2e2c7dd348b485416b543ba76489,Information Resources
The filing was signed by the,The filing was lost by the,filing,signed,lost,ff4a0947fd434bb3ab5f36f9bcd40ae5,Legal Administrative Frame
The palm was studied by the,The palm was choked by the,palm,studied,choked,b5d76eb6c0384a06b7c81cec5489f170,Biological Organisms
The truck was painted by the,The truck was flooded by the,truck,painted,flooded,f47b8b1d993d4f70ba48eb3e6ad2cd25,Vehicles and Conveyances
The program was edited by the,The program was corrupted by the,program,edited,corrupted,10916ae771bb484f8f4801737e4624e8,Information Resources
The train was inspected by the,The train was destroyed by the,train,inspected,destroyed,ba4a693810e04dfaa4dbb777620c4c21,Vehicles and Conveyances
The van was parked by the,The van was crushed by the,van,parked,crushed,412d8dca4fe0417d9f14872e10a8fd7e,Vehicles and Conveyances
The audio was verified by the,The audio was scrambled by the,audio,verified,scrambled,aeeb1fd8a05a45079f228bd1fe9e702d,Information Resources
